placa,chassi,associado,cpf,dt_nascimento,marca,modelo,ano_de_fabricacao,valor_fipe,linha,dt_contrato,situacao,telefone,email,estado,cidade,ingested_at
MPI-2542,0V26O0EYNG9AIH97L,FERNANDA COSTA CARVALHO,117.543.420-18,19/03/1994,CHEVROLET,ONIX HATCH LT 1.0 12V Flex 5p Mec.,2021,"R$ 72.944,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",14/12/2023,INATIVO,(16) 96211-7492,bruna.rodrigues.alves@empresa.com,PR,Mandirituba,2026-02-05 01:54:33.557723 UTC
ASJ-8377,N4HKM1WJU6AZ2KY87,MATEUS GOMES GOMES,562.655.654-13,15/01/1981,CHEVROLET,ONIX HATCH LT 1.0 8V FlexPower 5p Mec.,2013,"R$ 40.476,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",27/7/2024,INATIVO,(21) 92946-9821,joão.silva.gomes@empresa.com,PR,Santo Antônio da Platina,2026-02-05 01:54:33.557723 UTC
DLB-5657,A1BS8MEK094P7R47L,%LUCAS* RIBEIRO CARVALHO,167.295.537-28,17/07/1963,CHEVROLET,ONIX SED. Plus PREM. 1.0 12V TB Flex Aut,2022,"R$ 93.655,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",16/8/2024,INATIVO,(84) 90633-1,rodrigo.martins.gomes@outlook.com,SC,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
VTX-2761,8KVOIJRS1ZFJJYFST,%LUCAS COSTA M@ELO,779.475.543-72,18/07/1991,OUTROS,OUTLANDER 2.0 16V 160cv Aut.,2011,"R$ 54.864,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",25/6/2024,INATIVO,TEL: (15) 99865-2264,,PR,Chopinzinho,2026-02-05 01:54:33.557723 UTC
RTT-0023,584BQNEKNXR0ZTIHB,%RAFAEL   SOUZA   SIL!VA,870.331.790-36,24/03/1978,OUTROS,OUTLANDER 3.0/ GT 3.0 V6 Aut.,2009,"R$ 47.084,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",11/3/2025,ATIVO,TEL: (38) 93820-8489,gabriel.pereira.rocha@outlook.com,PR,Lebon Régis,2026-02-05 01:54:33.557723 UTC
YSL-9615,OQIWJQ10XKHDXGHWT,BRUNA SOUZA RIBEIRO,545.424.988-75,08/06/1996,CHEVROLET,PRISMA Sed. Maxx/ LT 1.4 8V ECONOF. 4p,2011,"R$ 28.447,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",11/2/2023,INATIVO,(14) 92166-5529,camila.costa.martins@outlook.com,PR,Balsa Nova,2026-02-05 01:54:33.557723 UTC
PTT-3992,T5HH85OVH2LS6C1ON,_BRUNA FERREIRA CARDOSO,552.488.136-50,22/07/1985,MITSUBISHI,Pajero DAKAR HPE 3.2 4x4 T.I Dies 5p Aut,2012,"R$ 103.113,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",28/5/2025,SUSPENSO TEMPORARIAMENTE,,joo.carvalho.cardoso65@ficticio.com.br,RS,Curitiba,2026-02-05 01:54:33.557723 UTC
CTX-6130,I3W2Y10VIJ9SVL6VZ,ANA  FERREIRA  MELO%,804.299.146-71,26/02/1983,FIAT,Palio 1.0 ECONOMY Fire Flex 8V 4p,2013,"R$ 30.429,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",2/6/2023,INATIVO,,,SP,Cambé,2026-02-05 01:54:33.557723 UTC
PPA-0920,LGXX1ESYW7JK4J0U0,JULIA SILVA GOMES,996.527.695-88,03/06/1982,FIAT,Palio 1.0/ Trofeo 1.0 Fire/ Fire Flex 4p,2015,"R$ 32.605,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",18/12/2023,INATIVO,TEL: (26) 90043-6978,,MT,São Simão,2026-02-05 01:54:33.557723 UTC
KRB-7965,DZ6DIYU5D8C1GIN92,LUCAS   SOUZA   CARVALHO@,215.435.271-65,14/12/1985,FIAT,Palio ATTRA. Best Seller 1.0 EVO Flex 5p,2016,"R$ 38.671,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",10/6/2024,INATIVO,,,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
RIY-9427,SBAAWVL4T79GLCSRX,_lUCas  CARdosO  RoDriGUeS,540.464.402-54,01/05/1962,FIAT,Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2014,"R$ 35.197,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",23/12/2023,INATIVO,(85) 97993-9,,PR,Campo Magro,2026-02-05 01:54:33.557723 UTC
YFF-1916,UCVC5TE5FAEGROGL7,LUCAS CARVALHO BARBOSA,797.149.611-44,13/11/1961,FIAT,Palio ATTRACTIVE 1.0 EVO Fire Flex 8v 5p,2016,"R$ 40.907,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",3/11/2022,INATIVO,(16) 98090-7721,tiago.souza.oliveira@outlook.com,PR,Mallet,2026-02-05 01:54:33.557723 UTC
XEI-1083,X9EIV0H57QNV1R6O0,LARISSA OLIVEIRA FERREIRA,390.550.417-96,06/06/1978,FIAT,Palio Week. ATTRACTIVE 1.4 Fire Flex 8V,2011,"R$ 29.131,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",7/1/2022,INATIVO,(67) 95487-5067,tiago.rocha.souza@gmail.com,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
HHX-1819,UZ3AKUKTVTOU8YYSX,BEATRIZ SANTOS RIBEIRO*,565.534.148-22,02/12/1991,OUTROS,Punto ELX 1.4 Fire Flex 8V 5p,2009,"R$ 26.506,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",24/5/2024,INATIVO,,tiago.almeida.alves@outlook.com,PR,Herval,2026-02-05 01:54:33.557723 UTC
LYH-4265,IT3BV8POFUEXAURK3,GABRIEL PEREIRA RIBEIRO,264.634.360-88,05/05/1962,FORD,Ranger Limited 3.0 PSE 4x4 CD TB Diesel,2010,"R$ 68.328,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",15/7/2024,INATIVO,(38) 99223-8,ana.santos.ribeiro@gmail.com,PR,Porto Alegre,2026-02-05 01:54:33.557723 UTC
TLB-7272,CASXIG0KG6XO26B98,CAMILA PEREIRA FERREIRA,583.947.752-21,04/10/1972,FORD,Ranger XL 4.0 CS,2001,"R$ 41.266,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",24/6/2025,INADIMPLENTE,88927209529,rafael.rocha.araújo@gmail.com,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
VIW-7973,JPBEB5ZQIXQXHPGL2,BEATRIZ FERREIRA PEREIRA,587.666.870-28,07/10/1974,FORD,Ranger XLS 2.2 4x4 CD Diesel Aut.,2017,"R$ 126.797,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",28/6/2023,INATIVO,(20) 93511-5232,lucas.carvalho.costa@empresa.com,PR,Santiago,2026-02-05 01:54:33.557723 UTC
GZI-5233,PFFTNZ3MUJ7U2EKDR,JOÃO LIMA ALVES,109.465.205-89,15/10/1970,FORD,Ranger XLT 3.2 20V 4x4 CD Diesel Aut.,2012,"R$ 98.292,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",4/11/2025,ATIVO,(55) 98401-8278,letícia.rocha.cardoso@gmail.com,SC,Imbaú,2026-02-05 01:54:33.557723 UTC
KVO-8274,9C2LM8Q0PPBR917KR,julia   pereira   ferreira,812.678.626-93,26/07/1989,FORD,Ranger XLT 3.2 20V 4x4 CD Diesel Aut.,2020,"R$ 156.644,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",15/08/2025,SUSPENSO TEMPORARIAMENTE,TEL: (93) 92918-5292,,PR,São Miguel do Oeste,2026-02-05 01:54:33.557723 UTC
JFW-5450,1LPSCYKM3R67Z22V2,GABRIEL  SOUZA  RIBEIRO´,620.343.324-17,12/10/1966,FORD,Ranger XLT 3.2 20V 4x4 CD Diesel Aut.,2015,"R$ 118.068,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",8/3/2024,INATIVO,TEL: (42) 92893-4006,,SP,Ibaiti,2026-02-05 01:54:33.557723 UTC
MJY-1421,YDEOE694AOIVM9XOK,RICARDO RODRIGUES SILVA,852.818.265-14,15/11/1976,CHEVROLET,S10 Blazer DTi 2.8 4x2 Turbo Diesel,2001,"R$ 49.447,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",15/7/2025,ATIVO,(87) 91262-3405,tiago.gomes.carvalho@outlook.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
RKE-5421,4A491WXOYVRADO60A,LETÍCIA CARDOSO CARDOSO,861.146.533-68,25/05/1966,CHEVROLET,S10 Blazer Executive 2.8 4x4 TDI Diesel,2009,"R$ 69.273,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",21/10/2025,ATIVO,(46) 95854-1985,fernanda.barbosa.alves@empresa.com,PR,Candiota,2026-02-05 01:54:33.557723 UTC
VAC-2773,KH1AAVTXEUNAMC17D,LARISSA MELO FERREIRA,269.726.984-55,15/05/1961,CHEVROLET,S10 P-Up Advant. 2.4/2.4 MPFI F.Power CD,2008,"R$ 51.116,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",6/11/2025,ATIVO,TEL: (12) 90110-3423,julia.silva.rodrigues@ficticio.com.br,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
HFR-7148,X8VFXLTR2V2TAUI14,MATEUS ARAÚJO OLIVEIRA,708.987.757-97,14/03/1986,CHEVROLET,S10 P-Up Advant. 2.4/2.4 MPFI F.Power CD,2016,"R$ 92.614,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",14/3/2025,ATIVO,TEL: (87) 95230-5780,gabriel.gomes.ribeiro80@hotmail.com,PR,Abelardo Luz,2026-02-05 01:54:33.557723 UTC
JRR-9096,0UWXEUV0KXWQ9O09U,JOÃO CARVALHO SILVA,999.220.431-72,02/03/1988,CHEVROLET,S10 P-Up Colina 2.8 TDI 4x2/4x4 CD Dies.,2008,"R$ 62.603,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",7/5/2025,INATIVO,(17) 95876-1532,larissa.carvalho.pereira@gmail.com,RS,Londrina,2026-02-05 01:54:33.557723 UTC
CLQ-2472,ENRNP0TD3HV1HGY4W,@LARISSA  RODRIGUES  SILVA,698.443.449-22,27/11/1972,CHEVROLET,S10 P-Up Tornado 2.8 TDI 4x2/4x4 CD Dies,2006,"R$ 66.078,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",11/11/2021,INATIVO,TEL: (35) 91297-9434,tiago.barbosa.carvalho@empresa.com,PR,Bandeirantes,2026-02-05 01:54:33.557723 UTC
FUS-5920,7QATF99Z5HZ3MSJEA,JOÃO GOMES BA~RBOSA,321.756.979-14,08/04/1981,CHEVROLET,S10 Pick-Up Exec. 2.8 4x2 CD TB Int.Dies,2006,"R$ 53.862,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",12/3/2025,ATIVO,,ricardo.melo.rodrigues@ficticio.com.br,PR,Marumbi,2026-02-05 01:54:33.557723 UTC
ERM-0235,H0AVZBCXNZT9Y0H4V,FERNANDA SOUZA MARTINS,750.530.102-47,09/05/1989,CHEVROLET,S10 Pick-Up LS 2.8 TDI 4x4 CD Dies. Mec.,2019,"R$ 134.575,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",30/1/2024,INATIVO,(88) 90856-2320,mateus.almeida.alves@ficticio.com.br,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
EUN-4647,YNMARD7ZGSKFU2RYX,RODRIGO ALMEIDA CARVALHO,665.719.579-17,27/02/1987,CHEVROLET,S10 Pick-Up LT 2.5 Flex 4x4 CD Aut.,2018,"R$ 135.693,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",28/6/2024,INATIVO,TEL: (25) 92719-5665,,PR,Cornélio Procópio,2026-02-05 01:54:33.557723 UTC
YYS-5645,L6ELERPXDD3UPGCLV,JULIA MELO FERREIRA,396.126.532-11,07/01/1979,CHEVROLET,S10 Pick-Up LT 2.8 TDI 4x4 CD Diesel Aut,2013,"R$ 125.378,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",10/7/2023,INATIVO,(60) 92617-8661,ricardo.gomes.silva@gmail.com,SC,Cianorte,2026-02-05 01:54:33.557723 UTC
UHK-7808,YMQRQQWK8UF68W76V,MATEUS COSTA RODRIGUES,524.146.818-22,07/12/1987,CHEVROLET,S10 Pick-Up LTZ 2.8 TDI 4x4 CD Dies.Aut,2019,"R$ 155.955,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",29/4/2025,ATIVO,(68) 98940-6241,ana.almeida.alves@gmail.com,PR,Japira,2026-02-05 01:54:33.557723 UTC
IOS-4244,USDO5T2IL9VPNEBD3,RAfAEl aLVeS CARvALHO,824.540.976-31,18/04/1986,CHEVROLET,S10 Pick-Up Luxe 2.8 4x2 CD TB Int.Dies.,2001,"R$ 52.264,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",11/7/2025,ATIVO,(69) 95121-1,,PR,Irati,2026-02-05 01:54:33.557723 UTC
UOM-0781,UCAAVOCTG5T94TOQ3,JOÃO CARDOSO PEREIRA,310.490.577-61,08/06/1971,RENAULT,SANDERO Authentique Flex 1.0 12V 5p,2017,"R$ 42.808,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",23/9/2022,INATIVO,(74) 96226-9028,maria.alves.martins@gmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
BJS-7611,G8YNY5GZJ3EF4M3R4,AMANDA MELO FERREIRA,692.553.803-58,26/09/1991,RENAULT,SANDERO GT line Hi-Flex 1.6 8V 5p,2013,"R$ 32.108,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",10/8/2024,INATIVO,(38) 90077-8285,fernanda.oliveira.lima@empresa.com,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
DWA-5986,PPJZ2AP28V2WVVWSD,!FERnAnDA RiBeIRO SilVa,901.188.954-32,20/11/1994,OUTROS,SOUL 1.6/ 1.6 16V FLEX Mec.,2011,"R$ 39.434,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",14/2/2025,INATIVO,TEL: (60) 96585-7896,,SC,Cambé,2026-02-05 01:54:33.557723 UTC
KCF-3856,NX17L4MI7Y3VX3B6V,LARISSA SOUZA RIBEIRO,294.718.770-53,08/04/1980,OUTROS,SPIN LT 1.8 8V Econo.Flex 5p Aut.,2024,"R$ 118.309,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",15/1/2026,ATIVO,(93) 94952-6594,beatriz.gomes.alves@empresa.com,SC,Cianorte,2026-02-05 01:54:33.557723 UTC
DHB-2929,V6I1CY3A93H4FROS9,mAT^EUS  soUZA  roCHA,726.775.291-84,26/07/1967,OUTROS,SPIN LT 1.8 8V Econo.Flex 5p Aut.,2019,"R$ 70.480,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",8/1/2026,ATIVO,60920583029,gabriel.pereira.santos@gmail.com,PR,Bagé,2026-02-05 01:54:33.557723 UTC
RSB-6259,B2AVWPHA8E7NGNL1G,GABRIEL SOUZA PEREIRA,111.510.407-82,25/03/1990,OUTROS,SPIN LTZ 1.8 8V Econo.Flex 5p Aut.,2019,"R$ 70.233,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",5/11/2025,INATIVO,(77) 97609-7579,pedro.costa.rocha@empresa.com,RS,Cascavel,2026-02-05 01:54:33.557723 UTC
TLJ-1688,4KW3P1XZS9IRPXJAH,BRUNA ALMEIDA RIBEIRO,943.466.403-53,17/04/1972,OUTROS,Santa Fe GLS 3.5 V6 4x4 Tiptronic,2010,"R$ 51.829,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",29/12/2021,INATIVO,(69) 94173-7064,maria.almeida.almeida@outlook.com,MG,Japira,2026-02-05 01:54:33.557723 UTC
LOW-5973,5JVQFKHPWF55OFGDR,aMAnDa siLVA FerrEIRA_,804.415.794-96,05/12/1975,VOLKSWAGEN,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,2014,"R$ 43.570,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",20/12/2023,INATIVO,,,SP,Londrina,2026-02-05 01:54:33.557723 UTC
QRN-3619,ZAFI8DY14Y3YGWWS4,PEDRO BARBOSA OLIVEIRA,784.172.998-21,04/03/1978,VOLKSWAGEN,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,2009,"R$ 33.607,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",10/5/2024,INATIVO,TEL: (45) 91146-5239,fernanda.souza.alves@gmail.com,PR,São Bento do Sul,2026-02-05 01:54:33.557723 UTC
WSI-1386,A8QLV7OO0QTPJSPUT,BEATRIZ BARBOSA COSTA,838.200.270-78,17/08/1965,VOLKSWAGEN,Saveiro 1.6 Mi/ 1.6 Mi Total Flex 8V,2003,"R$ 31.140,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",10/6/2024,INATIVO,(92) 91618-3214,ana.ferreira.rodrigues@gmail.com,PR,Cascavel,2026-02-05 01:54:33.557723 UTC
JEF-3246,3LCMTCRJA2V50FV2F,TIAGO SANTOS CARVALHO,957.193.215-18,17/08/1993,VOLKSWAGEN,Saveiro Robust 1.6 Total Flex 8V CD,2017,"R$ 61.805,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",26/10/2023,INATIVO,(98) 91830-3460,ana.gomes.oliveira@outlook.com,PR,São Simão,2026-02-05 01:54:33.557723 UTC
JCH-9056,ODKL5E83CE28ZV6QJ,@BRUNA ARAÚJO ROCHA,100.244.495-81,01/10/1978,VOLKSWAGEN,Saveiro Startline 1.6 T.Flex 8V,2014,"R$ 42.692,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",7/10/2024,INATIVO,(37) 94749-4,gabriel.alves.souza@gmail.com,PR,Cianorte,2026-02-05 01:54:33.557723 UTC
HQH-1040,X0NFT7E9N39V7NUE9,AMANDA MELO ROCHA,343.302.712-82,04/03/1964,VOLKSWAGEN,Saveiro Super Surf 1.6 Mi Total Flex 8V,2007,"R$ 37.652,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",24/7/2023,INATIVO,(79) 95560-7821,letícia.pereira.rocha@gmail.com,RS,Rebouças,2026-02-05 01:54:33.557723 UTC
ELI-6269,ZADJDBTW2NA8V98ND,AMANDA PEREIRA OLIVEIRA,180.253.919-16,19/01/1995,VOLKSWAGEN,Saveiro Trendline 1.6 T.Flex 8V CE,2014,"R$ 46.828,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",10/7/2024,INATIVO,(24) 97469-5,,PR,Cornélio Procópio,2026-02-05 01:54:33.557723 UTC
MSK-3692,PFWLJP14AAMAF4TFN,´PEDRO   PEREIRA   PEREIRA,634.591.739-26,14/07/1982,OUTROS,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,2013,"R$ 54.833,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",30/8/2022,INATIVO,(55) 93219-2,,PR,São Lourenço do Oeste,2026-02-05 01:54:33.557723 UTC
YET-8821,SO1L62OO05FKXSE7Z,MATEUS BARBOSA SOUZA,190.521.719-44,24/01/1961,FIAT,Siena EL Celeb. 1.4 mpi Fire Flex 8V 4p,2012,"R$ 34.978,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",28/10/2022,INATIVO,47919273016,joão.carvalho.araújo@empresa.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
ZFS-0286,6MW8WTSPMDIWHD2FT,BEATRIZ LIMA ARAÚJO,329.264.144-87,23/07/1972,FIAT,Siena TETRAFUEL 1.4 mpi Fire Flex 8v 4p,2007,"R$ 16.867,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",9/3/2024,INATIVO,(29) 95892-9405,tiago.rodrigues.ferreira@hotmail.com,RS,Porto Alegre,2026-02-05 01:54:33.557723 UTC
OOA-3325,9OB3K4LCH2W9TPXTX,RODRIGO  COSTA  FERREIRA,152.157.888-11,03/10/1983,OUTROS,Sorento 2.4 16V 4x4 Aut.,2011,"R$ 58.922,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",19/3/2024,INATIVO,,bruna.silva.gomes@hotmail.com,PR,Araruna,2026-02-05 01:54:33.557723 UTC
USW-5549,CHQYHSF4L1PBN9VB2,BEATRIZ RIBEIRO GOMES^,619.997.178-43,12/12/1989,OUTROS,Sorento EX 2.5 16V 4x4 Mec. Diesel,2008,"R$ 53.853,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",21/01/2022,INATIVO,54926686453,rodrigo.ribeiro.ferreira@hotmail.com,PR,Balneário Barra do Sul,2026-02-05 01:54:33.557723 UTC
ZBQ-0178,6VZP3FITDTWDU9B3I,JULIA RODRIGUES LIMA,706.488.237-51,19/07/1987,OUTROS,Sportage EX 2.0 16V/ 2.0 16V Flex Aut.,2011,"R$ 58.971,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",14/08/2025,ATIVO,(95) 97632-6586,camila.souza.souza@empresa.com,PR,São José dos Pinhais,2026-02-05 01:54:33.557723 UTC
WAF-6670,QKNPY2ZYKWSGO2MWU,JULIA  SANTOS  ARAÚJO$,439.265.935-54,26/01/1996,OUTROS,Sportage LX 2.0 16V/ 2.0 16V Flex Aut.,2015,"R$ 83.402,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",25/11/2024,INATIVO,94915586390,letícia.carvalho.alves@gmail.com,PR,Caçador,2026-02-05 01:54:33.557723 UTC
ZAW-4544,TDCEMSVC4E00UDQUV,ANA SILVA MELO,967.550.579-68,09/12/1987,OUTROS,Sportage LX 2.0 16V/ 2.0 16V Flex Mec.,2011,"R$ 59.361,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",28/11/2024,INATIVO,(82) 90617-2064,beatriz.ferreira.costa@gmail.com,PR,Caçador,2026-02-05 01:54:33.557723 UTC
ZKL-8891,638ZE4V74DC6O9WE7,RICARDO COSTA SOUZA,936.333.325-31,08/05/1996,MERCEDES-BENZ,Sprinter 311 Furgão Longo Teto alto Dies,2002,"R$ 39.352,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",10/06/2024,INATIVO,(54) 92927-9559,fernanda.araújo.rodrigues@empresa.com,PR,Londrina,2026-02-05 01:54:33.557723 UTC
PZE-5379,Y48VDNSRV9HFGU40Q,MATEUS LIMA MARTINS,460.626.404-22,23/07/1969,MERCEDES-BENZ,Sprinter 415 Furgão Lon.T.Alto 2.2 Dies,2017,"R$ 151.020,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",22/8/2025,INADIMPLENTE,(62) 99279-6415,fernanda.souza.melo@ficticio.com.br,PR,Imbaú,2026-02-05 01:54:33.557723 UTC
ASG-7707,2UZH79Y7225MJ65O0,camILa sanTOs LiMA,484.675.303-59,20/06/1982,MERCEDES-BENZ,Sprinter 416 F. Vidrado L. T.A. 2.2 Die.,2019,"R$ 198.307,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",20/10/2024,INATIVO,79906679736,larissa.rodrigues.lima@ficticio.com.br,PR,Caçador,2026-02-05 01:54:33.557723 UTC
ZYR-8869,T84XSGXFNWDWUT1C9,CAMILA  OLIVEIRA  RIBEIRO,987.706.253-89,07/10/1981,FIAT,Strada 1.3 mpi Fire 8V 67cv CE,2005,"R$ 23.585,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",26/7/2024,INATIVO,TEL: (81) 99641-5667,,GO,Cascavel,2026-02-05 01:54:33.557723 UTC
MIR-0434,FV4RFAVUJWAZ4LDK1,PEDRO ROCHA FERREIRA,807.486.360-83,23/11/1976,FIAT,Strada Adventure 1.8 mpi 8V 103cv CE,2003,"R$ 24.429,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",29/07/2025,INADIMPLENTE,,rafael.ribeiro.santos@gmail.com,PR,Ibaiti,2026-02-05 01:54:33.557723 UTC
EKH-3679,P0Y5OHF7U8GPFPJ3A,-MATEUS BARBOSA SOUZA,316.984.739-85,12/08/1968,FIAT,Strada Adventure1.8/ 1.8 LOCKER Flex CD,2019,"R$ 75.407,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",18/9/2024,INATIVO,,letícia.araújo.silva@outlook.com,PR,Ribeirão Pires,2026-02-05 01:54:33.557723 UTC
YLB-8873,92O3JUEFATHSTS7FF,GABRIEL CARDOSO SILVA,796.716.960-24,16/09/1996,FIAT,Strada Endurance 1.4 Flex 8V CD,2023,"R$ 77.748,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",5/5/2024,INATIVO,(69) 90442-7009,ana.santos.ribeiro@hotmail.com,SC,Vilhena,2026-02-05 01:54:33.557723 UTC
IFM-9366,W8GR5K5AK26C63BNF,JULIA ALVES SOUZA^,584.343.521-47,21/12/1986,FIAT,Strada Trekking 1.4 mpi Fire Flex 8V CE,2010,"R$ 37.052,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",15/8/2025,ATIVO,59970883685,maria.lima.silva@ficticio.com.br,PR,Clevelândia,2026-02-05 01:54:33.557723 UTC
KBN-0444,YANYED3ECVGNJFWZ2,RODRIGO MELO SILVA,479.210.102-30,12/04/1991,FIAT,Strada Trekking 1.8 mpi Flex 8V CE,2007,"R$ 33.191,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",16/2/2022,INATIVO,(77) 92025-1802,rafael.araújo.oliveira@empresa.com,SC,Cambé,2026-02-05 01:54:33.557723 UTC
