status,dt_contrato,nome_associado,placa,modelo_veiculo,fipe,linha,cidade,uf,telefone,anotacoes,dt_envio,dt_entrega,status_envio,termo_assinado,status_instalacao,auto_eletrica_compativel,valor_instalacao,imei_aparelho,empresa_rastreamento,login,senha,ingested_at,dt_instalacao
ATIVO,25/10/2024,Felipe Martins Silva,FYC-5500,FAZER 250,"R$ 592.000,00",Motos,Sorocaba,SP,(24) 99451-5222,,31/10/2024,05/11/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 80,00",17866132.0,Azimute,felipe83,537407.0,2026-02-11 17:35:21.319862 UTC,09/11/2024
ATIVO,05/12/2024,Pedro Almeida Costa,XZC-6466,GOL,"R$ 415.000,00",Leves,Sorocaba,SP,(87) 94156-6428,,10/12/2024,17/12/2024,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 90,00",56570261.0,Azimute,pedro53,988701.0,2026-02-11 17:35:21.325353 UTC,22/12/2024
ATIVO,04/02/2026,Larissa Carvalho Ribeiro,RLS-4296,ONIX,"R$ 545.000,00",Leves,Sorocaba,SP,(13) 95744-3932,,06/02/2026,11/02/2026,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 80,00",42333695.0,Azimute,larissa97,412884.0,2026-02-11 17:35:21.332263 UTC,12/02/2026
ATIVO,17/03/2023,Lucas Pereira Moraes,UGN-0068,FH 540,"R$ 194.000,00",Pesados,Sorocaba,SP,(13) 94827-4121,,20/03/2023,02/04/2023,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 150,00",10327443.0,Azimute,lucas26,510014.0,2026-02-11 17:38:17.988510 UTC,04/04/2023
ATIVO,15/01/2024,Felipe Costa Mendes,XYX-8994,R450,"R$ 118.000,00",Pesados,Sorocaba,SP,(66) 93916-5343,,21/01/2024,26/01/2024,ENTREGUE,NÃO,PENDENTE,MECÂNICA VELOZ,"R$ 120,00",59372499.0,Azimute,felipe21,845958.0,2026-02-11 17:38:17.991449 UTC,
ATIVO,09/05/2025,Gustavo Pereira Ribeiro,DZB-8760,HB20,"R$ 518.000,00",Leves,Sorocaba,SP,(64) 93479-6508,,18/05/2025,25/05/2025,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO CONFIANÇA,"R$ 80,00",49984016.0,Azimute,gustavo34,951327.0,2026-02-11 17:38:17.997323 UTC,29/05/2025
ATIVO,31/01/2024,Diego Oliveira Teixeira,UCK-0513,KICKS,"R$ 89.000,00",Leves,Sorocaba,SP,(49) 99810-8731,,06/02/2024,11/02/2024,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO CONFIANÇA,"R$ 80,00",60289885.0,Azimute,diego40,166097.0,2026-02-11 17:38:17.997685 UTC,14/02/2024
ATIVO,10/03/2025,Diego Costa Pinto,YDI-2281,ACTROS,"R$ 30.000,00",Pesados,Sorocaba,SP,(55) 92655-4195,,14/03/2025,18/03/2025,ENTREGUE,NÃO,INSTALADO,MECÂNICA VELOZ,"R$ 150,00",58146537.0,Azimute,diego98,390662.0,2026-02-11 17:38:18.001632 UTC,22/03/2025
ATIVO,30/06/2023,Thiago Teixeira Rodrigues,SOL-0297,KICKS,"R$ 405.000,00",Leves,Sorocaba,SP,(44) 97385-9107,,05/07/2023,11/07/2023,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO CENTRAL,"R$ 120,00",29239727.0,Azimute,thiago32,258123.0,2026-02-11 17:38:18.011760 UTC,14/07/2023
ATIVO,19/06/2025,Juliana Freitas Oliveira,ZWV-1097,CONSTELLATION,"R$ 385.000,00",Pesados,Sorocaba,SP,(84) 91401-4568,,28/06/2025,01/07/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 80,00",85495439.0,Azimute,juliana32,395222.0,2026-02-11 17:38:18.012051 UTC,02/07/2025
ATIVO,31/10/2025,Amanda Oliveira Costa,JJH-0729,CIVIC,"R$ 202.000,00",Leves,Sorocaba,SP,(93) 94859-1617,,04/11/2025,17/11/2025,ENTREGUE,SIM,INSTALADO,CENTRO AUTOMOTIVO DO JOÃO,"R$ 150,00",51396844.0,Azimute,amanda33,238241.0,2026-02-11 17:38:18.028996 UTC,19/11/2025
ATIVO,20/07/2025,Amanda Silva Barros,AGU-8645,HB20,"R$ 330.000,00",Leves,Sorocaba,SP,(73) 95916-3678,,21/07/2025,24/07/2025,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 120,00",90814874.0,Azimute,amanda89,784253.0,2026-02-11 17:38:18.036641 UTC,25/07/2025
ATIVO,24/03/2023,Paulo Mendes Freitas,GMI-2760,KICKS,"R$ 478.000,00",Leves,Sorocaba,SP,(43) 92442-8325,,01/04/2023,11/04/2023,ENTREGUE,SIM,INSTALADO,SOM E ACESSÓRIOS POTENCIA,"R$ 90,00",62314198.0,Azimute,paulo11,846611.0,2026-02-11 17:38:18.038141 UTC,12/04/2023
ATIVO,20/05/2024,Mariana Monteiro Araujo,XXB-5003,TORO,"R$ 229.000,00",Leves,Sorocaba,SP,(49) 92056-2596,,26/05/2024,31/05/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 90,00",70274995.0,Azimute,mariana22,639687.0,2026-02-11 17:38:18.041910 UTC,01/06/2024
ATIVO,12/06/2023,Vanessa Lima Almeida,PYQ-2858,ONIX,"R$ 158.000,00",Leves,Sorocaba,SP,(49) 91117-6267,,19/06/2023,21/06/2023,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 150,00",23221288.0,Azimute,vanessa83,769913.0,2026-02-11 17:38:18.042162 UTC,25/06/2023
ATIVO,21/11/2025,Felipe Santos Costa,RQI-4132,GOL,"R$ 187.000,00",Leves,Sorocaba,SP,(68) 99337-4029,,29/11/2025,,ENVIADO,NÃO,PENDENTE,TECH SILVA,"R$ 120,00",22076986.0,Azimute,felipe20,114954.0,2026-02-11 17:35:21.280707 UTC,
ATIVO,07/05/2025,Pedro Ferreira Barros,UFP-5032,STRADA,"R$ 22.000,00",Leves,Sorocaba,SP,(23) 99641-4318,,09/05/2025,,ENVIADO,NÃO,PENDENTE,MECÂNICA VELOZ,"R$ 80,00",82447985.0,Azimute,pedro76,852452.0,2026-02-11 17:35:21.315012 UTC,
ATIVO,14/11/2025,Leticia Alves Silva,WQN-6821,HB20,"R$ 27.000,00",Leves,Sorocaba,SP,(15) 93269-7610,,23/11/2025,,ENVIADO,NÃO,PENDENTE,TECH SILVA,"R$ 150,00",33298828.0,Azimute,leticia27,331021.0,2026-02-11 17:35:21.319982 UTC,
ATIVO,03/11/2025,Paulo Barbosa Martins,ZAF-0078,RENEGADE,"R$ 133.000,00",Leves,Sorocaba,SP,(53) 99536-7389,,08/11/2025,,ENVIADO,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 90,00",31841406.0,Azimute,paulo76,821638.0,2026-02-11 17:38:17.993495 UTC,
ATIVO,02/04/2024,Fernanda Ferreira Carvalho,XPM-2784,CB 500,"R$ 341.000,00",Motos,Sorocaba,SP,(31) 91339-5857,,03/04/2024,,ENVIADO,NÃO,PENDENTE,TECH SILVA,"R$ 120,00",46398116.0,Azimute,fernanda94,176924.0,2026-02-11 17:38:17.994125 UTC,
ATIVO,07/12/2024,Beatriz Carvalho Santos,NHY-3983,STRALIS,"R$ 263.000,00",Pesados,Sorocaba,SP,(16) 91018-9580,,15/12/2024,,ENVIADO,NÃO,PENDENTE,CENTRO AUTOMOTIVO CONFIANÇA,"R$ 120,00",16192029.0,Azimute,beatriz45,148972.0,2026-02-11 17:38:18.000343 UTC,
ATIVO,22/11/2024,Roberto Carvalho Ferreira,AIB-9507,ONIX,"R$ 551.000,00",Leves,Sorocaba,SP,(32) 98152-8092,,,,PENDENTE,NÃO,PENDENTE,AUTO ELÉTRICA SANTOS,"R$ 120,00",16554198.0,Azimute,roberto20,782078.0,2026-02-11 17:35:21.285888 UTC,
ATIVO,08/05/2025,Bruno Silva Barbosa,DMB-5951,FAZER 250,"R$ 178.000,00",Motos,Sorocaba,SP,(93) 91073-5281,,,,PENDENTE,NÃO,PENDENTE,TECH SILVA,"R$ 80,00",62871249.0,Azimute,bruno57,659134.0,2026-02-11 17:35:21.307317 UTC,
ATIVO,13/04/2024,Lucas Freitas Santos,QWS-6472,STRADA,"R$ 184.000,00",Leves,Sorocaba,SP,(77) 99390-2016,,,,PENDENTE,NÃO,PENDENTE,AUTO ELÉTRICA SANTOS,"R$ 120,00",94843756.0,Azimute,lucas30,979740.0,2026-02-11 17:35:21.325497 UTC,
ATIVO,04/04/2025,Lucas Ribeiro Silva,SQO-6733,ACTROS,"R$ 40.000,00",Pesados,Sorocaba,SP,(91) 92274-3626,,,,PENDENTE,NÃO,PENDENTE,SOM E ACESSÓRIOS POTENCIA,"R$ 80,00",99459494.0,Azimute,lucas63,152085.0,2026-02-11 17:38:18.005035 UTC,
ATIVO,16/06/2024,Felipe Almeida Gomes,PVS-1496,CB 500,"R$ 386.000,00",Motos,Sorocaba,SP,(70) 96879-1988,,,,PENDENTE,NÃO,PENDENTE,MECÂNICA VELOZ,"R$ 90,00",60432300.0,Azimute,felipe61,366603.0,2026-02-11 17:38:18.025356 UTC,
ATIVO,23/12/2024,Roberto Ferreira Barros,OYS-9138,BIZ 125,"R$ 457.000,00",Motos,Sorocaba,SP,(65) 99564-8349,,,,PENDENTE,NÃO,PENDENTE,CENTRO AUTOMOTIVO CENTRAL,"R$ 120,00",52423736.0,Azimute,roberto90,769859.0,2026-02-11 17:38:18.030002 UTC,
ATIVO,24/12/2025,Fernanda Gomes Mendes,DYT-6291,STRALIS,"R$ 114.000,00",Pesados,Sorocaba,SP,(17) 96429-3037,,,,PENDENTE,NÃO,PENDENTE,MECÂNICA VELOZ,"R$ 150,00",87806232.0,Azimute,fernanda30,606246.0,2026-02-11 17:38:18.037123 UTC,
ATIVO,01/02/2025,Roberto Silva Barros,HRZ-2184,KICKS,"R$ 217.000,00",Leves,São José dos Campos,SP,(70) 98112-5804,,05/02/2025,12/02/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 150,00",83875198.0,Azimute,roberto97,664244.0,2026-02-11 17:38:17.983008 UTC,17/02/2025
ATIVO,08/04/2024,Mariana Barros Souza,XIO-5318,CIVIC,"R$ 595.000,00",Leves,São José dos Campos,SP,(67) 96224-9169,,14/04/2024,28/04/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 100,00",99842735.0,Azimute,mariana10,629338.0,2026-02-11 17:38:17.992404 UTC,29/04/2024
ATIVO,19/06/2023,Amanda Almeida Silva,HWI-8090,FH 540,"R$ 554.000,00",Pesados,São José dos Campos,SP,(69) 94730-6267,,20/06/2023,02/07/2023,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 150,00",73756171.0,Azimute,amanda40,372697.0,2026-02-11 17:38:18.015131 UTC,05/07/2023
ATIVO,17/06/2025,Patricia Barbosa Lima,III-2111,ACTROS,"R$ 558.000,00",Pesados,São José dos Campos,SP,(81) 95082-4918,,25/06/2025,29/06/2025,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 100,00",65212572.0,Azimute,patricia71,120824.0,2026-02-11 17:38:18.015832 UTC,29/06/2025
ATIVO,15/12/2023,Rafaela Barros Gomes,JBN-7885,KICKS,"R$ 493.000,00",Leves,São José dos Campos,SP,(22) 93743-5687,,17/12/2023,22/12/2023,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 100,00",32495260.0,Azimute,rafaela61,705791.0,2026-02-11 17:38:18.025662 UTC,23/12/2023
ATIVO,13/07/2023,Leticia Carvalho Almeida,HTA-3741,ACTROS,"R$ 139.000,00",Pesados,São José dos Campos,SP,(12) 99315-6644,,23/07/2023,26/07/2023,ENTREGUE,NÃO,INSTALADO,MECÂNICA VELOZ,"R$ 80,00",29971173.0,Azimute,leticia73,769516.0,2026-02-11 17:38:18.028635 UTC,31/07/2023
ATIVO,01/08/2023,Ana Barros Mendes,WUU-3445,COROLLA,"R$ 577.000,00",Leves,São José dos Campos,SP,(84) 99760-2688,,07/08/2023,19/08/2023,ENTREGUE,NÃO,PENDENTE,MECÂNICA VELOZ,"R$ 150,00",10491615.0,Azimute,ana27,962395.0,2026-02-11 17:38:18.030139 UTC,
ATIVO,01/04/2024,Paulo Almeida Rodrigues,ALR-7940,HB20,"R$ 529.000,00",Leves,São José dos Campos,SP,(73) 99688-8462,,10/04/2024,21/04/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 120,00",14922465.0,Azimute,paulo16,763397.0,2026-02-11 17:38:18.042845 UTC,23/04/2024
ATIVO,06/01/2024,Marcelo Pinto Alves,FDV-7497,HB20,"R$ 34.000,00",Leves,São José dos Campos,SP,(33) 98852-3735,,15/01/2024,27/01/2024,ENTREGUE,SIM,INSTALADO,MECÂNICA VELOZ,"R$ 120,00",80089763.0,Azimute,marcelo10,729165.0,2026-02-11 17:38:18.051048 UTC,29/01/2024
ATIVO,09/07/2023,Camila Pinto Ferreira,OXT-4296,FAZER 250,"R$ 241.000,00",Motos,São José dos Campos,SP,(80) 98928-6438,,10/07/2023,,ENVIADO,NÃO,PENDENTE,MECÂNICA VELOZ,"R$ 90,00",80481402.0,Azimute,camila44,380172.0,2026-02-11 17:38:17.985388 UTC,
ATIVO,29/05/2025,Vanessa Ribeiro Almeida,KNR-4917,STRADA,"R$ 238.000,00",Leves,São José dos Campos,SP,(86) 92061-6844,,04/06/2025,,ENVIADO,NÃO,PENDENTE,MECÂNICA VELOZ,"R$ 90,00",23966499.0,Azimute,vanessa62,487731.0,2026-02-11 17:38:18.040599 UTC,
ATIVO,03/01/2025,Ana Araujo Martins,OHG-8749,ONIX,"R$ 63.000,00",Leves,São José dos Campos,SP,(60) 93972-3519,,,,PENDENTE,NÃO,PENDENTE,MECÂNICA VELOZ,"R$ 80,00",97474983.0,Azimute,ana51,608662.0,2026-02-11 17:38:18.009111 UTC,
ATIVO,20/7/2025,RAFAEL   GOMES   FE~RREIRA`,NSH-4286,16-300 T 3-Eixos 2p (diesel),"R$ 76.978,00",CAMINHãO,São Lourenço do Oeste,RS,TEL: (99) 92756-2971,Gerado automaticamente para sincronização,21/07/2025,05/08/2025,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 90,00",83143468.0,Azimute,rafael21,133124.0,2026-02-12 17:54:18.894188 UTC,08/08/2025
ATIVO,22/12/2023,%LUCAS RIBEIRO RIBEIRO,SWX-8728,FH-540 6x4 2p (diesel) (E5),"R$ 593.344,00",CAMINHãO,São Lourenço do Oeste,PR,,Gerado automaticamente para sincronização,01/01/2024,11/01/2024,ENTREGUE,SIM,INSTALADO,ELETRO DO ALEMÃO,"R$ 150,00",62348424.0,Azimute,%lucas41,456725.0,2026-02-12 17:54:18.916162 UTC,16/01/2024
ATIVO,19/6/2024,*FeRnanDA a!RAÚJO saNTOs,UXQ-4739,FMX 500 6x4 2p (diesel) (E5),"R$ 244.737,00",CAMINHãO,São Lourenço do Oeste,PR,TEL: (42) 94845-7053,Gerado automaticamente para sincronização,26/06/2024,30/06/2024,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 150,00",43573234.0,Azimute,*fernanda25,966402.0,2026-02-12 17:54:18.917776 UTC,03/07/2024
ATIVO,5/2/2024,*raFaEl  Almeida  AlmeIDa,UPJ-1486,COBALT LTZ 1.4 8V FlexPower/EconoFlex 4p,"R$ 35.206,00",Leves,São Lourenço do Oeste,RS,(21) 97237-8,Gerado automaticamente para sincronização,06/02/2024,17/02/2024,ENTREGUE,SIM,INSTALADO,OFICINA ROTA 66,"R$ 150,00",70453244.0,Azimute,*rafael71,627675.0,2026-02-12 17:54:18.944420 UTC,21/02/2024
ATIVO,5/3/2024,LUCAS RODRIGUES LIMA,LLU-3937,Gol City (Trend) 1.0 Mi Total Flex 8V 2p,"R$ 22.598,00",Leves,São Lourenço do Oeste,SC,(84) 97451-5191,Gerado automaticamente para sincronização,11/03/2024,23/03/2024,ENTREGUE,SIM,INSTALADO,OFICINA SANTOS,"R$ 80,00",11198472.0,Azimute,lucas52,197898.0,2026-02-12 17:54:18.957667 UTC,23/03/2024
ATIVO,9/7/2024,beatriz   melo   santos~,DRB-3262,Scénic Hi-Flex/Express. Hi-Flex 1.6 16V,"R$ 13.489,00",Leves,São Lourenço do Oeste,PR,TEL: (81) 90349-8962,Gerado automaticamente para sincronização,11/07/2024,15/07/2024,ENTREGUE,NÃO,INSTALADO,MECÂNICA TOTAL,"R$ 80,00",46676093.0,Azimute,beatriz8,991891.0,2026-02-12 17:54:18.974447 UTC,19/07/2024
ATIVO,18/8/2024,FERNANDA SIL´VA SILVA´,YYT-9192,SR/GUERRA AG GR,"R$ 130.000,00",PESADOS,São Lourenço do Oeste,RS,(48) 96863-3,Gerado automaticamente para sincronização,19/08/2024,30/08/2024,ENTREGUE,NÃO,PENDENTE,MECÂNICA DO JOÃO,"R$ 150,00",57104079.0,Azimute,fernanda9,987529.0,2026-02-12 17:54:18.990936 UTC,
ATIVO,18/8/2024,LARISSA BARBOSA PEREIRA,GWM-4740,SR/GUERRA AG GR,"R$ 115.000,00",PESADOS,São Lourenço do Oeste,PR,(47) 92559-5,Gerado automaticamente para sincronização,19/08/2024,24/08/2024,ENTREGUE,SIM,INSTALADO,OFICINA SILVA,"R$ 150,00",16807553.0,Azimute,larissa30,792052.0,2026-02-12 17:54:18.991135 UTC,24/08/2024
ATIVO,13/10/2023,Ma~Teus CaRDoSo carVaLho,LYD-2550,SR/GUERRA AG GR,"R$ 35.000,00",PESADOS,São Lourenço do Oeste,PR,TEL: (33) 95070-9074,Gerado automaticamente para sincronização,19/10/2023,25/10/2023,ENTREGUE,SIM,INSTALADO,OFICINA CENTRAL,"R$ 150,00",74357128.0,Azimute,ma~teus64,514365.0,2026-02-12 17:54:18.998166 UTC,29/10/2023
ATIVO,30/10/2023,LETÍCIA OLIVEIRA CARDOSO,HQP-9778,SR/GUERRA AG GR,"R$ 120.000,00",PESADOS,São Lourenço do Oeste,RS,,Gerado automaticamente para sincronização,06/11/2023,16/11/2023,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 90,00",44275468.0,Azimute,letícia32,279515.0,2026-02-12 17:54:18.999093 UTC,16/11/2023
ATIVO,30/10/2023,`GUSTAVO OLIVEIRA COSTA,UEO-7160,P-320 B 8x2 2p (diesel)(E5),"R$ 533.398,00",Pesados,São Lourenço do Oeste,PR,,Gerado automaticamente para sincronização,02/11/2023,09/11/2023,ENTREGUE,SIM,INSTALADO,OFICINA NORTE,"R$ 120,00",22028839.0,Azimute,`gustavo24,977696.0,2026-02-12 17:54:19.007202 UTC,09/11/2023
ATIVO,26/10/2022,LARISSA SANTOS BARBOSA,XBW-0837,Uno Mille 1.0 Fire/ F.Flex/ ECONOMY 4p,"R$ 12.543,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",São Lourenço do Oeste,RS,(15) 91031-6033,Gerado automaticamente para sincronização,03/11/2022,09/11/2022,ENTREGUE,SIM,INSTALADO,EQUIPADORA DO ALEMÃO,"R$ 150,00",90924656.0,Azimute,larissa50,550349.0,2026-02-12 17:54:19.058809 UTC,12/11/2022
ATIVO,01/09/2025,RICARDO COSTA ALMEIDA,DPQ-5238,P-310 B 8x2 (diesel) (E5),"R$ 303.027,00",Pesados,São Lourenço do Oeste,PR,(78) 95059-2170,Gerado automaticamente para sincronização,06/09/2025,,ENVIADO,NÃO,PENDENTE,AUTO ELÉTRICA SANTOS,"R$ 150,00",88099417.0,Azimute,ricardo75,791323.0,2026-02-12 17:54:19.006715 UTC,
ATIVO,30/8/2022,´PEDRO   PEREIRA   PEREIRA,MSK-3692,Sentra SL 2.0/ 2.0 Flex Fuel 16V Aut.,"R$ 54.833,00","Vans, Pick-ups, Furgões, SUV's, Utilitários Caminhonetes e Caminhões até 4T",São Lourenço do Oeste,PR,(55) 93219-2,Gerado automaticamente para sincronização,09/09/2022,,ENVIADO,NÃO,PENDENTE,ELETRO DO ALEMÃO,"R$ 80,00",22849212.0,Azimute,´pedro73,792635.0,2026-02-12 17:54:19.052235 UTC,
ATIVO,17/01/2026,Camila Rodrigues Ferreira,DVN-6301,STRADA,"R$ 124.000,00",Leves,São Paulo,SP,(42) 99332-3250,,20/01/2026,30/01/2026,ENTREGUE,NÃO,PENDENTE,TECH SILVA,"R$ 120,00",452038.0,Azimute,camila13,531899.0,2026-02-11 17:34:11.169673 UTC,
ATIVO,29/01/2026,Mariana Pereira Almeida,OWJ-3503,CIVIC,"R$ 135.000,00",Motos,São Paulo,SP,(73) 91481-4104,,30/01/2026,06/02/2026,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 100,00",119471.0,Azimute,mariana97,415017.0,2026-02-11 17:34:11.172343 UTC,06/02/2026
ATIVO,22/01/2026,Fernanda Silva Oliveira,LAV-0496,STRADA,"R$ 26.000,00",Leves,São Paulo,SP,(54) 98225-8737,,25/01/2026,27/01/2026,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 80,00",366257.0,Azimute,fernanda50,325442.0,2026-02-11 17:34:11.173708 UTC,31/01/2026
ATIVO,08/12/2024,Fernanda Ferreira Costa,QGN-9169,ONIX,"R$ 114.000,00",Leves,São Paulo,SP,(62) 98092-4036,,14/12/2024,23/12/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 150,00",27917429.0,Azimute,fernanda86,535706.0,2026-02-11 17:35:21.274123 UTC,26/12/2024
ATIVO,20/07/2025,Amanda Gomes Pereira,EFR-5285,R450,"R$ 26.000,00",Pesados,São Paulo,SP,(81) 96148-3711,,30/07/2025,03/08/2025,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 120,00",24422952.0,Azimute,amanda43,711566.0,2026-02-11 17:35:21.275253 UTC,03/08/2025
ATIVO,02/03/2024,Ana Martins Silva,KHU-4820,HB20,"R$ 254.000,00",Leves,São Paulo,SP,(37) 93340-7566,,09/03/2024,13/03/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 80,00",63180877.0,Azimute,ana89,735559.0,2026-02-11 17:35:21.275363 UTC,13/03/2024
ATIVO,12/09/2024,Mariana Pereira Alves,RYZ-6519,CIVIC,"R$ 312.000,00",Leves,São Paulo,SP,(32) 92379-5266,,22/09/2024,27/09/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 100,00",91850289.0,Azimute,mariana31,339621.0,2026-02-11 17:35:21.276687 UTC,29/09/2024
ATIVO,24/10/2024,Roberto Costa Freitas,UUG-7678,GOL,"R$ 175.000,00",Leves,São Paulo,SP,(86) 99541-6200,,01/11/2024,15/11/2024,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 100,00",66416841.0,Azimute,roberto54,121849.0,2026-02-11 17:35:21.295410 UTC,19/11/2024
ATIVO,03/12/2024,Roberto Santos Oliveira,DZW-9289,RENEGADE,"R$ 422.000,00",Leves,São Paulo,SP,(43) 93977-8114,,04/12/2024,18/12/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 150,00",16068235.0,Azimute,roberto1,982633.0,2026-02-11 17:35:21.301945 UTC,19/12/2024
ATIVO,09/10/2024,Ricardo Pereira Barros,KXA-7039,FAZER 250,"R$ 411.000,00",Motos,São Paulo,SP,(32) 91485-6684,,19/10/2024,02/11/2024,ENTREGUE,NÃO,PENDENTE,TECH SILVA,"R$ 80,00",24679374.0,Azimute,ricardo11,857995.0,2026-02-11 17:35:21.311807 UTC,
ATIVO,13/08/2024,Ana Barros Gomes,SVF-6308,CIVIC,"R$ 482.000,00",Leves,São Paulo,SP,(32) 93458-1410,,22/08/2024,28/08/2024,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 90,00",23981451.0,Azimute,ana54,761454.0,2026-02-11 17:35:21.330494 UTC,28/08/2024
ATIVO,20/07/2024,Camila Moraes Nascimento,PTA-9781,CG 160,"R$ 530.000,00",Motos,São Paulo,SP,(10) 95119-5143,,28/07/2024,02/08/2024,ENTREGUE,NÃO,PENDENTE,TECH SILVA,"R$ 80,00",39797519.0,Azimute,camila95,611325.0,2026-02-11 17:38:17.982773 UTC,
ATIVO,28/05/2023,Gabriela Silva Silva,ZBL-7533,KICKS,"R$ 189.000,00",Leves,São Paulo,SP,(20) 98436-1278,,30/05/2023,10/06/2023,ENTREGUE,NÃO,PENDENTE,OFICINA CONFIANÇA,"R$ 80,00",81487052.0,Azimute,gabriela43,740977.0,2026-02-11 17:38:17.987912 UTC,
ATIVO,06/07/2024,Camila Pereira Ferreira,YTD-1568,KICKS,"R$ 254.000,00",Leves,São Paulo,SP,(70) 96868-8274,,15/07/2024,25/07/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 90,00",93143368.0,Azimute,camila15,322202.0,2026-02-11 17:38:17.990020 UTC,25/07/2024
ATIVO,01/06/2023,Thiago Araujo Almeida,DSE-8539,KWID,"R$ 232.000,00",Leves,São Paulo,SP,(54) 92936-9947,,10/06/2023,22/06/2023,ENTREGUE,NÃO,INSTALADO,OFICINA CONFIANÇA,"R$ 100,00",29443193.0,Azimute,thiago30,130219.0,2026-02-11 17:38:18.010364 UTC,23/06/2023
ATIVO,09/02/2025,Juliana Mendes Silva,FQD-6227,RENEGADE,"R$ 454.000,00",Leves,São Paulo,SP,(51) 97234-3197,,10/02/2025,25/02/2025,ENTREGUE,SIM,INSTALADO,TECH SILVA,"R$ 90,00",89359274.0,Azimute,juliana60,564231.0,2026-02-11 17:38:18.016263 UTC,25/02/2025
ATIVO,10/07/2024,Patricia Nascimento Lima,KFB-6448,ONIX,"R$ 340.000,00",Leves,São Paulo,SP,(31) 91161-5710,,15/07/2024,18/07/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 90,00",15572238.0,Azimute,patricia52,841292.0,2026-02-11 17:38:18.037842 UTC,19/07/2024
ATIVO,13/11/2024,Patricia Barbosa Silva,TFN-2840,CG 160,"R$ 172.000,00",Motos,São Paulo,SP,(99) 94805-7334,,17/11/2024,28/11/2024,ENTREGUE,SIM,INSTALADO,OFICINA CONFIANÇA,"R$ 100,00",77828901.0,Azimute,patricia6,163807.0,2026-02-11 17:38:18.043752 UTC,28/11/2024
ATIVO,12/02/2026,Roberto Lima Silva,EFQ-7321,STRADA,"R$ 69.000,00",Leves,São Paulo,SP,(38) 99382-4854,,14/02/2026,,ENVIADO,NÃO,PENDENTE,TECH SILVA,"R$ 120,00",120999.0,Azimute,roberto91,907261.0,2026-02-11 17:34:11.171008 UTC,
ATIVO,09/02/2026,Ana Oliveira Oliveira,NPU-7122,STRADA,"R$ 118.000,00",Leves,São Paulo,SP,(97) 91865-6546,,12/02/2026,,ENVIADO,NÃO,PENDENTE,OFICINA CONFIANÇA,"R$ 90,00",489783.0,Azimute,ana58,640204.0,2026-02-11 17:34:11.174797 UTC,
ATIVO,04/01/2026,Ana Souza Lima,YJE-3423,COROLLA,"R$ 111.000,00",Leves,São Paulo,SP,(77) 95863-6706,,07/01/2026,,ENVIADO,NÃO,PENDENTE,OFICINA CONFIANÇA,"R$ 100,00",661913.0,Azimute,ana74,950058.0,2026-02-11 17:34:11.174984 UTC,
